author,time,urls,votes,text_clean,polarity_score,polarity,sentiment
Aliya Gendhis,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,suruh behel ortumasalah uang tangung ortutapi berani tidak ada,-2,negative,0
siswati rohani,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,sakit pergi gigi,-7,negative,0
Ayu Firanita,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kak bentar teman lepas behel serah dokter,-3,negative,0
Yemima Yemima,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,5,cantik is pain and mahal,3,positive,1
Yemima Yemima,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cantik,2,positive,1
Galaxy Orthodontic Center,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,pasang behelkawat gigi wilayah bekas galaxy orthodontic center awat ortodontibehelkawat gigi kerja dokter gigi spesialis ortodonti alat bahan kualitas angsur jalan pulo ribung raya ar jakasetia bekas selatan website google instagram reservasi,17,positive,1
xxxvi xvxv,1 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,1,proses xray pembayaranya mahal tidak tau mahal xray behel harga jujur pas bapa bayar xraynya rsa slah keluarga pendapatanya pasang behel gigi beranta proses behelnya doa moga lancar pasang behelnya tidak sakit duit layang,26,positive,1
Nona WenWen,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,k nama klinik,0,neutral,2
Maudy Prayoga,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,nama klinik,0,neutral,2
Yenni Vitrianti,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,tenaga medis asisten dokter gigi tidak tuju mbak nyacari dokter pintar mbak dokter pintar tidak mudah gelar doktermgkin ganti dgncari dokter alam bidang cari dokter tidak mata duitansuka dokter byg suka charge helomba dokter beda alat bahan fungsi kualitas beda kalimat mbak jatuh profesi orgdan tidak profesional,-3,negative,0
J1R GAMING,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cantik k,2,positive,1
mozzaa rellaa,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pakai behel ngrapin gigi tidak rapi mahil gas,-4,negative,0
Diana love,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,proses mbak,1,positive,1
Putri Adella Kasih,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,kak pasang behel umur tidak apa,6,positive,1
Desty Artista,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,iya kakdokterku mata duit hihi,-2,negative,0
Tatiek Klop,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,ana pakai begel sekolah dasar juta buka kontrol terushasilnya bagus belanda pakai begel baik gigiyg,6,positive,1
Intan Firda,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,yuk tukar posisi yuk,6,positive,1
Jeno's Kitten,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,tidak begitu susah,-3,negative,0
Fega Arabela,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,lepas behel dokter nilai pasien lepas dokter tidak bisa tolak hak pasien bagus dengar dokter,1,positive,1
Apple green,10 bulan yang lalu,https://youtu.be/a7c8BArQs-s,0,cepat lambat gantung gigi ahli dokter rajin control pengaruh,0,neutral,2
Euis Ratnawati,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,habis kakak,0,neutral,2
xxxvi xvxv,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,ratnawati pasang bracesnya di malaysia rm map tidak tau tukar uang indonesia,2,positive,1
xxxvi xvxv,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,ratnawati pasang braces pilih hrga braces braces abal lepas gigi geser duk,-4,negative,0
Yenni Vitrianti,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,dinonton idi ikat dokter indonesia pdgi dokter gigi indonesia tegur lohati kontenbijak proses edit,-4,negative,0
Putri Adella Kasih,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,tolong balas kak,-4,negative,0
Lia Fenila95,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,daerah tulungagung jawa timur tidak ya dokter gigi ortho pasang takut salah dokter mohon info terima kasih,-1,negative,0
Ins Channel,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pasang duit,4,positive,1
Yusbiyanti Az Zahra,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,gigi behel takut risiko gigi rusak gigi beranta kelas tidak coba coba dokter umi cerita behel gigi dokter gosok gigi makan makan keras gigi goyang copot dokter orang tua bayar mahal behel tidak rajin gosok gigi saran teman teman behel gigi rajin gosok gigi somoga bermanfat saran asalamualaikum teman teman rajin gosok gigi oke bye mis gusy,-36,negative,0
Makan Enak,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pakai behel gigi beranta tipe bicara gigi lihat tidak percaya diri,3,positive,1
Firmansyah Zulkarnain,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,surga dunia,-1,negative,0
RIVHYN,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,ajar kak,-2,negative,0
Hirida-san,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kak deseksekan mama behel,4,positive,1
Yudha channel id,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kak pakai behel sekolah tidak papa ta,0,neutral,2
Aliyatunn Naja,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,behel gigi daerah jawa teng rekomendakin doctor gigi bagus harga terima kasih,10,positive,1
Melani Nanda,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kakak lasang behel barusan lihat instagram,3,positive,1
Aldent Ali,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,lihat video tidak begitu dengar suarany fokus lihat mbak cantik,11,positive,1
Liaa rmdnn?,1 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,0,make tidak punya duit,0,neutral,2
Michael Wijaya,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,sakit tidak sih,-5,negative,0
sandy river,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak sih rumor bentuk rahang ubah gigi dilurusin,-1,negative,0
Lapangan Tembak,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,butuh pakai kawat gigi kantong menang,-5,negative,0
Bond Jones,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,krkrjr,0,neutral,2
Jack Habits,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,lepas behel,-2,negative,0
Rina Atika,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pasang behel gigi beranta rapi rapihnya permanen kak tolong jawabanya kak terima kasih,11,positive,1
Kaf Kef,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,yzn simetris oke iyi,5,positive,1
Iva Istikamah,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,wow juta,2,positive,1
Apple green,10 bulan yang lalu,https://youtu.be/a7c8BArQs-s,0,cari google map dokter gigi sp ortho muncul kakak,-5,negative,0
Makan Enak,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,wisdom tethku tumbuh ngubah posisi gigi selesai pasng kawat gigi,2,positive,1
Fega Arabela,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak apa apa,0,neutral,2
Molita Lin,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,hem pipi tirus,0,neutral,2
sandy river,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kasih retainer pakai malam,0,neutral,2
IKHWAN FILLAH,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,juta harga ditotalin harga beda,6,positive,1
Aldent Ali,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,teman kenal handpiece lihat video,4,positive,1
tika novi hepi,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cantik natural foto cantik maaf,4,positive,1
Livia Cendana,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pakai tipe cincin tidak sis geraham,0,neutral,2
Rehan ryanda,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gue kesini gara gara tentara gara gara gigi tidak rapi,-16,negative,0
Yunis Tw,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,wow god news thks sharing,3,positive,1
one sukowati,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pasang behel jakarta recomended pasang dui fdc,8,positive,1
Rizal ARSID89,2 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,3,tidak kak behel kena pukulberantemkebentur posisi behel ubah,-3,negative,0
Baru 5 menit,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,perapih gigi ismile united state of america murah hemat aman nyaman praktis murah jam pakai info tak perlu jutan rupiah gigi rapi,9,positive,1
Chindy Cristia ratri,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,k pakai behel damon kebo pakai behel youtub oke,-2,negative,0
manusia biasa,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cari dokter ortho jember,-3,negative,0
Gresselda Sharen Firlie,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,bagus terima kasih info kak,4,positive,1
dandelion 22,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pasang kak kiri kurang rapi tidak siap malu solusi kak semangatin kak,1,positive,1
Ferdy 'tdk aktif',2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,harga woi di sini nungu harga,6,positive,1
Gaming R Trick,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,lanjur pasang behel harga dokter enggak tau bahaya,0,neutral,2
Natalia Soneta,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,influencer bermanfat video jujur lihat video langsung subscribed gue malas subscribe youtuber,5,positive,1
jsmne slamh,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pasang behel gigi beranta dokter spesialis kawat gigi wisdom teth numbuh sayang rapi gigi numbuh wisdom teth takut beranta,6,positive,1
purple seri,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,muka kakak mina gugudan haha,0,neutral,2
Noob Fury,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tonton video gigi beranta tongos pasang kawat gigi budget pas,3,positive,1
Ragilia Rahma Maulidia,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak kak sakit,-5,negative,0
Apple green,10 bulan yang lalu,https://youtu.be/a7c8BArQs-s,0,juta behelnya biaya kontrol perbulanya biaya,2,positive,1
Apple green,10 bulan yang lalu,https://youtu.be/a7c8BArQs-s,0,cari google map,-3,negative,0
Fega Arabela,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,dokter gigi orthodonti kontrol tukang gigi,-2,negative,0
Nandini Putry,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,ratain gigi gigi beranta ejek teman tidak ada biaya pasang behel,0,neutral,2
M Zaki Ath thariq,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,butuh behel daftar tnipolri,-7,negative,0
Eyza AL,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cantik kakak,2,positive,1
indri sandy,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak k gigi tambal,0,neutral,2
VLOG-dhinie adjahh,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,bermanfat kak,0,neutral,2
Alfi Denisa,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,mata salah fokus,-2,negative,0
Marszha Gustiani Putria,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,alamat dokter kak imanuel tak tau imanuel,0,neutral,2
Sadam Pasha Arian,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,bismilah moga gigi ratakatnya tidak parah,1,positive,1
Muhammad Rido,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,mahal bed tidak jadi behel,1,positive,1
Rido Apriyansyah,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,oke,2,positive,1
Uchiha Madara,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,17,duit kencang pasang behel gampang,5,positive,1
Miyako Imut,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pasang behel cepat blnapa cepat mbkrn pasang behel butuh lamabisa,3,positive,1
Jaitun Sembiring,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gigi boneng tetanga pakai tidak pakai gigi bagus tidak boneng,2,positive,1
Rizky Henky Putra,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,gigi bagus pagar nama ubah bentuk tubuh ngawur,2,positive,1
Tiaraaa azizah,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,426,tidak nyaman gigi maju mundur tidak bisa senyum bebas hina gigi jelek,-13,negative,0
Dwik Gitayanti,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kayak lazada,-3,negative,0
NisNis n,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,cepat ci ubah maksimal huhu,3,positive,1
Fitri septiasari,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,lepas behel tidak balik posisi gigi khusus gigi maju,-2,negative,0
Arianti Nicky,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kak behelnya bawa juta,0,neutral,2
Rizky Nazikha,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,erti pasang behel dental gigi ahli gigi orang dental ahli gigi kayak behelnya metal persis video rinci tidak tau pasang juta doang perbulanya murah harga pasang kakak behel pakai baik lepas kesehatanjika tolong awam tg behel lembar pakai behel ekonomi keluarga cita masuk militer salahsatu syarat gigi rapi,16,positive,1
Fega Arabela,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,batam,0,neutral,2
Fega Arabela,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gantung case gigi tidak parah cepat parah,-8,negative,0
Sapnah,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,53,bicara tidak percaya diri video fokus gigi tidak rapi,1,positive,1
Junio Azhar,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,3,nasib kakak,0,neutral,2
Fauzan Unyil,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,4,buly,0,neutral,2
Ilham Jaya Kusumah,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,29,samapengen pasang behel rapitapi mahalgadidukung orang tua uang,4,positive,1
Arkae Xxphillia,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,7,gue taring kanan kiri tonjol sakit senyum kayak drakula,-10,negative,0
shera saya,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,gara gara gigi rahang maju ejek,-4,negative,0
1/2 fairy,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,xphilia gingsul manis kakak,3,positive,1
ros ita,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak percaya diri suruh senyum aduh,-3,negative,0
Mitsuha_Chan,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,11,sabar kayak suka buly tidak salah janani baik gigi kayak tuhan mudah teman pilih pilih teman setia ambil positifenya,-3,negative,0
Itha Cakep,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,untung nasib,2,positive,1
munyu,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,dijauhin ejek kayak monster,-7,negative,0
X,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,putra pratama bro gigi gue maju tidak percaya diri gue senyum,1,positive,1
Dwi Anugrahwati,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,chan sumpah sekolah dasar buly gigi maju mundur,0,neutral,2
p,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cowok,0,neutral,2
Ahmad Asrori,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,gue senyum miring aneh tidak simetris malu anti foto,-4,negative,0
vhy daranante,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,asrori,0,neutral,2
Dontplay Wime,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,ubah,0,neutral,2
Rizky Nazikha,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,wime rapihnya ratagada didepanbelakang lumayan rapi rapat,-2,negative,0
Sapnah,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,nazikha nama ahli gigi tidak sekolah dokter bebas buka praktik ahlitukang gigi ilmu didik bidang pasang behel prosedur scaling gigi rontgen cetak gigi tambal lubang gigi wajib pasang behel tidak bisa spesialis ortho dokter gigi coba cek instagram lihat korbankorban ahli gigi gigi ahli gigi lepas tangan dokter gigi bayar murah korban gigi manusia butuh gigi umur hidup,-5,negative,0
Fega Arabela,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gue saran kontrol dokter gigi murah puskesmas,0,neutral,2
City Hunter1990,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,murah juta,3,positive,1
Rizky Henky Putra,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,barang ubah bentuk tubuh laknat alah,-9,negative,0
essen,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kakak sakit tidak sih dibehel dibehel minder sakit,-10,negative,0
NASEHAT ISLAM,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,beluam ubah pakai metal,0,neutral,2
Anita Puri,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,senyum manis kakak pakai udahan hasil bagus,5,positive,1
Muhammad Teguh,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kakak behel,0,neutral,2
Shavira istieananda,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,behel timbul sariawan dekitar bibir tidak kakak teman behel risiko timbul luka sariawan bibir akibat gesek metal moga balas kakak pakai behel,-19,negative,0
Onion,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,pasang behel bayar make badan selenggara jamin sosial tidak ya,2,positive,1
Yunita Maulidia,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kakak tongos tertawa,5,positive,1
Anggun Nur Cahyani,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,kakak behelnya ngerapihin kanklo gingsul copot kakak,-2,negative,0
Mutia Dewi Wahyuni,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pasang behel juta kak aman tidak k bantu,5,positive,1
murdiaty 0505,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,wilayah di mana k tolong kesanah,-2,negative,0
Endang Sari,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kakak jantik,0,neutral,2
Jakiah Mahda,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,kak tidak ada cabut gigi biji,-5,negative,0
Putramasdika Masdika,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,enak pakai behel,1,positive,1
Kurokyu,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,youre sok prety,0,neutral,2
Karolina Nurainia,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kakak pasang behel,4,positive,1
Yanti Suryanti,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,dokter spesialis ortho daerah tangerang,4,positive,1
Anisya,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,10,relate alah,-4,negative,0
kayla Rahma Diandra,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,halo kakak molita lihat akun tukang gigi pakai foto kakak kesal deh lihat tegur amuk aduh,0,neutral,2
Fega Arabela,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gantung daerah pasang daerah jakbar,1,positive,1
Putri Sarah,2 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,0,he bro tolong beljar mw bahas agama maksud perkatan ubah bentuk sempurna tonton cermah buya yahya pasang bahel tidak di larang agama islam sehat bayang gigi tongos cakil siksa tidak sih makan gigit pipi lidah gigi tidak rapi beranta mw sikat gigi tidak bisa bersih makan sisa celah gigi sisa makan gigi gigi sakit sari awan niat sehat baik rubah gigi bentuk bawan lahir bias buruk suka dorong gigi lidah minun susu pakai dot empeng ubah struktur gigi dewasa pasang behel baik hukum tidak ada larang,-4,negative,0
Sapnah,2 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,0,tidak boleh ngikir gigi mas pakai behel tidak papa baik struktur gigi tonton kaji yufidtv ustaz khalid basalamah,6,positive,1
Sapnah,2 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,0,gigi tidak rapi kadang tidak baik sehat check up dokter hatihati dalil gigi tidak rapi bawan lahir bias buruk ganguan sehat kembang tumbuh orang beda orang operasi plastik cantik larang agama paham,1,positive,1
Rizky Henky Putra,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak boleh gigi bagus,2,positive,1
Sapnah,2 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,0,gigi kak mol bagus tumbuh gigi bungsu beranta susun gigi lihat menit,2,positive,1
Rizky Henky Putra,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak harus pakai behel baik gigi,3,positive,1
Putri Sarah,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,henky putra pakai bahal bklan parah gigi,-5,negative,0
Rizky Henky Putra,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,sarah pergi dokter gigi,-2,negative,0
Putri Sarah,2 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,0,henky putra dokter gigi saran pakai bahel gigi tidak rata soalny tidak bisa instan kecuali mw pergi gigi karang gigi sakit gigi obatin langsung struktur gigi tidak bisa mngknya pakai bahel,-5,negative,0
Fega Arabela,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,iya timbul tidak apa apa,-3,negative,0
Nur Hayati Hasanah,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,tidak bisa kak,0,neutral,2
murdiaty 0505,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,biaya mahal kakak,1,positive,1
murdiaty 0505,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,link akun wa dokter,0,neutral,2
Hage Gudoi,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,halo neng biaya pasang behel sakit pasang lepas biaya,6,positive,1
Devita Rizky Amelia,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak kontrol behel klinik pindah pindah klinik lepas pasang bingung lepas pakai behel,-4,negative,0
amin liauw,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,nyi an ciang,0,neutral,2
Nurul Azmi,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kakak cantik,2,positive,1
Faizzal Lukas,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cantik,2,positive,1
Trie lia,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,bin ditaiwan,0,neutral,2
Trie lia,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,alamat ditaiwan,0,neutral,2
noor triyantono,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,line,0,neutral,2
Sahaddam Qaddafi N,2 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,0,kak pakai behel make sakit engak,-5,negative,0
Meiko VS,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kakak urgent behel jutan tidak ya,0,neutral,2
Nazwa hikma Nur aini,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,k,0,neutral,2
